movieId,avg_rating,rating_count,clean_title,genres,year,weighted_score
364,3.941860465116279,172,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0,3.7888397015340005
4995,4.0,123,"Beautiful Mind, A",Drama|Romance,2001.0,3.786834761506059
3578,3.9382352941176473,170,Gladiator,Action|Adventure|Drama,2000.0,3.78464733518431
1201,4.145833333333333,72,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",Action|Adventure|Western,1966.0,3.78379027656187
778,4.03921568627451,102,Trainspotting,Comedy|Crime|Drama,1996.0,3.7837000903983427
1206,3.995833333333333,120,"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,1971.0,3.7801318455326363
6377,3.9609929078014185,141,Finding Nemo,Adventure|Animation|Children|Comedy,2003.0,3.7781278206311417
1252,4.211864406779661,59,Chinatown,Crime|Film-Noir|Mystery|Thriller,1974.0,3.7763524196380565
6874,3.9618320610687023,131,Kill Bill: Vol. 1,Action|Crime|Thriller,2003.0,3.768632120113526
1265,3.944055944055944,143,Groundhog Day,Comedy|Fantasy|Romance,1993.0,3.767473646324084
68954,4.004761904761905,105,Up,Adventure|Animation|Children|Drama,2009.0,3.765305895100311
1200,3.9642857142857144,126,Aliens,Action|Adventure|Horror|Sci-Fi,1986.0,3.764900078071297
1199,4.177966101694915,59,Brazil,Fantasy|Sci-Fi,1985.0,3.7580037957848456
2762,3.893854748603352,179,"Sixth Sense, The",Drama|Horror|Mystery,1999.0,3.7559930731028306
4878,3.981651376146789,109,Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,2001.0,3.7554868788713716
1204,4.3,45,Lawrence of Arabia,Adventure|Drama|War,1962.0,3.7539201446373487
908,4.184210526315789,57,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,1959.0,3.753480502248113
1247,4.063291139240507,79,"Graduate, The",Comedy|Drama|Romance,1967.0,3.7528869282213035
1219,4.036144578313253,83,Psycho,Crime|Horror,1960.0,3.745281306319911
1259,4.0054945054945055,91,Stand by Me,Adventure|Drama,1986.0,3.742002934330129
1387,4.0054945054945055,91,Jaws,Action|Horror,1975.0,3.742002934330129
48780,4.0055555555555555,90,"Prestige, The",Drama|Mystery|Sci-Fi|Thriller,2006.0,3.740160098146773
1203,4.149122807017544,57,12 Angry Men,Drama,1957.0,3.734788913463066
4306,3.8676470588235294,170,Shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance,2001.0,3.7301018806388555
150,3.845771144278607,201,Apollo 13,Adventure|Drama|IMAX,1995.0,3.7295713694842556
1207,4.120689655172414,58,To Kill a Mockingbird,Drama,1962.0,3.7233556827828536
6711,4.033783783783784,74,Lost in Translation,Comedy|Drama|Romance,2003.0,3.722761401133453
2997,3.9545454545454546,99,Being John Malkovich,Comedy|Drama|Fantasy,1999.0,3.7222980787956255
5989,3.9217391304347826,115,Catch Me If You Can,Crime|Drama,2002.0,3.7219540226699888
1240,3.8969465648854964,131,"Terminator, The",Action|Sci-Fi|Thriller,1984.0,3.721670794146675
6,3.946078431372549,102,Heat,Action|Crime|Thriller,1995.0,3.7212000903983435
2019,4.1875,48,Seven Samurai (Shichinin no samurai),Action|Adventure|Drama,1954.0,3.715534834087226
923,4.043478260869565,69,Citizen Kane,Drama|Mystery,1941.0,3.715314401181077
2542,4.052238805970149,67,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,1998.0,3.7147214849619496
8874,4.0064935064935066,77,Shaun of the Dead,Comedy|Horror,2004.0,3.713562312917702
1732,3.9245283018867925,106,"Big Lebowski, The",Comedy|Crime,1998.0,3.7123231650035144
1036,3.8620689655172415,145,Die Hard,Action|Crime|Thriller,1988.0,3.7083200704643495
78499,4.109090909090909,55,Toy Story 3,Adventure|Animation|Children|Comedy|Fantasy|IMAX,2010.0,3.7059277499099825
3275,4.22093023255814,43,"Boondock Saints, The",Action|Crime|Drama|Thriller,2000.0,3.705617352048905
2692,4.0,75,Run Lola Run (Lola rennt),Action|Crime,1998.0,3.704979309924385
4886,3.871212121212121,132,"Monsters, Inc.",Adventure|Animation|Children|Comedy|Fantasy,2001.0,3.703969306266748
91529,3.9934210526315788,76,"Dark Knight Rises, The",Action|Adventure|Crime|IMAX,2012.0,3.70335249000435
1246,3.9593023255813953,86,Dead Poets Society,Drama,1989.0,3.7031059833863833
590,3.8353658536585367,164,Dances with Wolves,Adventure|Drama|Western,1990.0,3.7015066062642434
1653,3.953488372093023,86,Gattaca,Drama|Sci-Fi|Thriller,1997.0,3.6994295127981482
74458,4.022388059701493,67,Shutter Island,Drama|Mystery|Thriller,2010.0,3.697627467867933
109487,3.993150684931507,73,Interstellar,Sci-Fi|IMAX,2014.0,3.6961171848825054
3949,3.921875,96,Requiem for a Dream,Drama,2000.0,3.6960439297297816
924,3.8944954128440368,109,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,1968.0,3.695738451198416
1073,3.8739495798319328,119,Willy Wonka & the Chocolate Factory,Children|Comedy|Fantasy|Musical,1971.0,3.693032033967741
1288,4.015151515151516,66,This Is Spinal Tap,Comedy,1984.0,3.6907104632805874
112852,4.0508474576271185,59,Guardians of the Galaxy,Action|Adventure|Sci-Fi,2014.0,3.689196456335304
1080,3.9269662921348316,89,Monty Python's Life of Brian,Comedy,1979.0,3.687931034104663
913,4.170454545454546,44,"Maltese Falcon, The",Film-Noir|Mystery,1941.0,3.6874724866015764
8368,3.913978494623656,93,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|IMAX,2004.0,3.6861707254583784
1278,3.9927536231884058,69,Young Frankenstein,Comedy|Fantasy,1974.0,3.685902636475195
1233,4.2125,40,"Boot, Das (Boat, The)",Action|Drama|War,1981.0,3.6846934860060907
49272,3.9444444444444446,81,Casino Royale,Action|Adventure|Thriller,2006.0,3.684140562904948
81845,4.043103448275862,58,"King's Speech, The",Drama,2010.0,3.681689016116187
33794,3.8620689655172415,116,Batman Begins,Action|Crime|IMAX,2005.0,3.681460323738242
7438,3.868181818181818,110,Kill Bill: Vol. 2,Action|Drama|Thriller,2004.0,3.6788900858784257
588,3.7923497267759565,183,Aladdin,Adventure|Animation|Children|Comedy|Musical,1992.0,3.6786369688435547
903,4.025,60,Vertigo,Drama|Mystery|Romance|Thriller,1958.0,3.6783855794595284
44191,3.885,100,V for Vendetta,Action|Sci-Fi|Thriller|IMAX,2006.0,3.6774827582703207
953,4.0344827586206895,58,It's a Wonderful Life,Children|Drama|Fantasy|Romance,1946.0,3.6770593864865573
16,3.926829268292683,82,Casino,Crime|Drama,1995.0,3.675169801064759
1228,4.1875,40,Raging Bull,Drama,1980.0,3.673582374894979
4963,3.8445378151260505,119,Ocean's Eleven,Crime|Thriller,2001.0,3.6723219747961435
8961,3.836,125,"Incredibles, The",Action|Adventure|Animation|Children|Comedy,2004.0,3.6721280785174177
1242,4.170731707317073,41,Glory,Drama|War,1989.0,3.67167487626976
1148,4.035714285714286,56,Wallace & Gromit: The Wrong Trousers,Animation|Children|Comedy|Crime,1993.0,3.6709661673636615
1250,4.122222222222222,45,"Bridge on the River Kwai, The",Adventure|Drama|War,1957.0,3.669709618321559
5995,4.108695652173913,46,"Pianist, The",Drama|War,2002.0,3.6679418097973766
51255,4.0,61,Hot Fuzz,Action|Comedy|Crime|Mystery,2007.0,3.6677694931580915
57669,4.158536585365853,41,In Bruges,Comedy|Crime|Drama|Thriller,2008.0,3.6661803707752547
480,3.75,238,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993.0,3.665355603265792
1090,3.984126984126984,63,Platoon,Drama|War,1986.0,3.6648001215977715
1266,4.111111111111111,45,Unforgiven,Drama|Western,1992.0,3.664446460426822
1234,3.9765625,64,"Sting, The",Comedy|Crime,1973.0,3.6633545064960362
223,3.855769230769231,104,Clerks,Comedy,1994.0,3.663132556756806
919,3.880434782608696,92,"Wizard of Oz, The",Adventure|Children|Fantasy|Musical,1939.0,3.662833899581325
1262,4.127906976744186,43,"Great Escape, The",Action|Adventure|Drama|War,1963.0,3.662606599360733
99114,3.943661971830986,71,Django Unchained,Action|Drama|Western,2012.0,3.6621687085995718
1356,3.879120879120879,91,Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,1996.0,3.660442650642185
2918,3.8394495412844036,109,Ferris Bueller's Day Off,Comedy,1986.0,3.6580026021418117
3114,3.8608247422680413,97,Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy,1999.0,3.6572953315683545
3996,3.8363636363636364,110,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",Action|Drama|Romance,2000.0,3.657015085878426
899,4.074468085106383,47,Singin' in the Rain,Comedy|Musical|Romance,1952.0,3.65590117258297
1682,3.812,125,"Truman Show, The",Comedy|Drama|Sci-Fi,1998.0,3.654985221374561
1215,4.03921568627451,51,Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror,1993.0,3.6546773637678034
1610,3.8722222222222222,90,"Hunt for Red October, The",Action|Adventure|Thriller,1990.0,3.6544458124324866
1394,3.9913793103448274,58,Raising Arizona,Comedy,1987.0,3.653911238338409
1079,3.9225352112676055,71,"Fish Called Wanda, A",Comedy|Crime,1988.0,3.6497720143846957
6539,3.778523489932886,149,Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Comedy|Fantasy,2003.0,3.648856350455016
898,4.310344827586207,29,"Philadelphia Story, The",Comedy|Drama|Romance,1940.0,3.6471191612727614
4262,3.9328358208955225,67,Scarface,Action|Crime|Drama,1983.0,3.6463454165858815
5418,3.8169642857142856,112,"Bourne Identity, The",Action|Mystery|Thriller,2002.0,3.6458173687688156
48774,3.9453125,64,Children of Men,Action|Adventure|Drama|Sci-Fi|Thriller,2006.0,3.6458106468469134
6502,3.9741379310344827,58,28 Days Later,Action|Horror|Sci-Fi,2002.0,3.64465197907915
2194,3.9384615384615387,65,"Untouchables, The",Action|Crime|Drama,1987.0,3.6445427281786795
1035,3.9375,64,"Sound of Music, The",Musical|Romance,1965.0,3.6414246819346325
116797,4.02,50,The Imitation Game,Drama|Thriller|War,2014.0,3.641224137405481
595,3.7705479452054793,146,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,1991.0,3.6409306823497354
246,4.293103448275862,29,Hoop Dreams,Documentary,1994.0,3.6407900473487107
3897,3.8674698795180724,83,Almost Famous,Drama,2000.0,3.640018148425174
2791,3.8563218390804597,87,Airplane!,Comedy,1980.0,3.6395796623397674
1304,3.943548387096774,62,Butch Cassidy and the Sundance Kid,Action|Western,1969.0,3.63948583696918
46578,3.883116883116883,77,Little Miss Sunshine,Adventure|Comedy|Drama,2006.0,3.638759163311403
922,4.333333333333333,27,Sunset Blvd. (a.k.a. Sunset Boulevard),Drama|Film-Noir|Romance,1950.0,3.637953425201924
1307,3.8588235294117648,85,When Harry Met Sally...,Comedy|Romance,1989.0,3.6379438054855417
910,4.01,50,Some Like It Hot,Comedy|Crime,1959.0,3.636224137405481
32587,3.857142857142857,84,Sin City,Action|Crime|Film-Noir|Mystery|Thriller,2005.0,3.6352418935861808
3671,3.935483870967742,62,Blazing Saddles,Comedy|Western,1974.0,3.6350215512548942
2804,3.9727272727272727,55,"Christmas Story, A",Children|Comedy,1983.0,3.634499178481411
4034,3.9,70,Traffic,Crime|Drama|Thriller,2000.0,3.634353447837901
1267,4.25,30,"Manchurian Candidate, The",Crime|Thriller|War,1962.0,3.6327801717568518
59315,3.824468085106383,94,Iron Man,Action|Adventure|Sci-Fi,2008.0,3.6293223176426954
1028,3.887323943661972,71,Mary Poppins,Children|Comedy|Fantasy|Musical,1964.0,3.6291108573599025
1172,4.161764705882353,34,Cinema Paradiso (Nuovo cinema Paradiso),Drama,1989.0,3.626457306435097
27773,4.089743589743589,39,Old Boy,Mystery|Thriller,2003.0,3.624970940905035
2716,3.775,120,Ghostbusters (a.k.a. Ghost Busters),Action|Comedy|Sci-Fi,1984.0,3.62424949259146
2700,3.861842105263158,76,"South Park: Bigger, Longer and Uncut",Animation|Comedy|Musical,1999.0,3.6239874106392707
134130,4.0,48,The Martian,Adventure|Drama|Sci-Fi,2015.0,3.6236980993933483
31658,4.075,40,Howl's Moving Castle (Hauru no ugoku shiro),Adventure|Animation|Fantasy|Romance,2004.0,3.6235823748949794
92259,4.108108108108108,37,Intouchables,Comedy|Drama,2011.0,3.6220967096614727
1961,3.8072916666666665,96,Rain Man,Drama,1988.0,3.6207014639763573
1968,3.7787610619469025,113,"Breakfast Club, The",Comedy|Drama,1985.0,3.620382906383731
1097,3.7663934426229506,122,E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi,1982.0,3.6198977543055126
50872,3.8680555555555554,72,Ratatouille,Animation|Children|Drama,2007.0,3.619855850332362
55820,3.8984375,64,No Country for Old Men,Crime|Drama,2007.0,3.6194948573732293
1673,4.076923076923077,39,Boogie Nights,Drama,1997.0,3.6193529633769455
4027,3.8085106382978724,94,"O Brother, Where Art Thou?",Adventure|Comedy|Crime,2000.0,3.618905650976029
2160,4.171875,32,Rosemary's Baby,Drama|Horror|Thriller,1968.0,3.617346509031075
7143,3.903225806451613,62,"Last Samurai, The",Action|Adventure|Drama|War,2003.0,3.617164408397752
3681,4.151515151515151,33,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western,1965.0,3.6159326956692546
81834,3.9893617021276597,47,Harry Potter and the Deathly Hallows: Part 1,Action|Adventure|Fantasy|IMAX,2010.0,3.6146640591809085
89745,3.869565217391304,69,"Avengers, The",Action|Adventure|Sci-Fi|IMAX,2012.0,3.614474065046623
1235,4.288461538461538,26,Harold and Maude,Comedy|Drama|Romance,1971.0,3.6134528123756335
76093,3.943396226415094,53,How to Train Your Dragon,Adventure|Animation|Children|Fantasy|IMAX,2010.0,3.6128389683548363
1104,4.475,20,"Streetcar Named Desire, A",Drama,1951.0,3.6088916248649734
44555,4.117647058823529,34,"Lives of Others, The (Das leben der Anderen)",Drama|Romance|Thriller,2006.0,3.608600163577954
475,4.3,25,In the Name of the Father,Drama,1993.0,3.6082988498739748
2761,4.051282051282051,39,"Iron Giant, The",Adventure|Animation|Children|Drama|Sci-Fi,1999.0,3.6081170083207654
3703,4.0375,40,"Road Warrior, The (Mad Max 2)",Action|Adventure|Sci-Fi|Thriller,1981.0,3.6069157082283123
1220,3.8095238095238093,84,"Blues Brothers, The",Action|Comedy|Musical,1980.0,3.6053911473175235
48394,3.814814814814815,81,"Pan's Labyrinth (Laberinto del fauno, El)",Drama|Fantasy|Thriller,2006.0,3.603987891149223
1272,4.121212121212121,33,Patton,Drama|War,1970.0,3.6038845028981705
3000,3.9583333333333335,48,Princess Mononoke (Mononoke-hime),Action|Adventure|Animation|Drama|Fantasy,1997.0,3.603289936128042
4896,3.7616822429906542,107,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),Adventure|Children|Fantasy,2001.0,3.6026905333792874
106782,3.9166666666666665,54,"Wolf of Wall Street, The",Comedy|Crime|Drama,2013.0,3.6021385936591166
168252,4.28,25,Logan,Action|Sci-Fi,2017.0,3.6016321832073084
34405,3.94,50,Serenity,Action|Adventure|Sci-Fi,2005.0,3.6012241374054814
1884,3.967391304347826,46,Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,1998.0,3.6002334764640436
1527,3.7456896551724137,116,"Fifth Element, The",Action|Adventure|Comedy|Sci-Fi,1997.0,3.600135022533423
69844,3.8879310344827585,58,Harry Potter and the Half-Blood Prince,Adventure|Fantasy|Mystery|Romance|IMAX,2009.0,3.5983556827828536
60684,3.988372093023256,43,Watchmen,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,2009.0,3.5980904703284744
112552,4.0394736842105265,38,Whiplash,Drama,2014.0,3.5979819743244112
1244,4.106060606060606,33,Manhattan,Comedy|Drama|Romance,1979.0,3.5978604065126287
111759,3.977272727272727,44,Edge of Tomorrow,Action|Sci-Fi|IMAX,2014.0,3.5970469546866823
2396,3.777173913043478,92,Shakespeare in Love,Comedy|Drama|Romance,1998.0,3.59593249113062
1084,4.071428571428571,35,Bonnie and Clyde,Crime|Drama,1967.0,3.595557808712331
38061,4.071428571428571,35,Kiss Kiss Bang Bang,Comedy|Crime|Mystery|Thriller,2005.0,3.595557808712331
1249,4.071428571428571,35,"Femme Nikita, La (Nikita)",Action|Crime|Romance|Thriller,1990.0,3.595557808712331
80463,3.8859649122807016,57,"Social Network, The",Drama,2010.0,3.594601997575216
8636,3.8037974683544302,79,Spider-Man 2,Action|Adventure|Sci-Fi|IMAX,2004.0,3.5939721995391327
7147,3.8333333333333335,69,Big Fish,Drama|Fantasy|Romance,2003.0,3.5934656616852787
36,3.8358208955223883,67,Dead Man Walking,Crime|Drama,1995.0,3.590789861030326
64614,3.9456521739130435,46,Gran Torino,Crime|Drama,2008.0,3.5898168097973766
2076,3.9456521739130435,46,Blue Velvet,Drama|Mystery|Thriller,1986.0,3.5898168097973766
5902,3.9456521739130435,46,Adaptation,Comedy|Drama|Romance,2002.0,3.5898168097973766
1230,3.8706896551724137,58,Annie Hall,Comedy|Romance,1977.0,3.589096423523594
68358,3.864406779661017,59,Star Trek,Action|Adventure|Sci-Fi|IMAX,2009.0,3.5882790251426435
40815,3.816901408450704,71,Harry Potter and the Goblet of Fire,Adventure|Fantasy|Thriller|IMAX,2005.0,3.587788543310315
58,4.027027027027027,37,"Postman, The (Postino, Il)",Comedy|Drama|Romance,1994.0,3.587613951040783
29,4.0131578947368425,38,"City of Lost Children, The (Cité des enfants perdus, La)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,3.5866183379607746
88125,3.91,50,Harry Potter and the Deathly Hallows: Part 2,Action|Adventure|Drama|Fantasy|Mystery|IMAX,2011.0,3.5862241374054813
69481,4.0588235294117645,34,"Hurt Locker, The",Action|Drama|Thriller|War,2008.0,3.58479063976843
5060,3.9347826086956523,46,M*A*S*H (a.k.a. MASH),Comedy|Drama|War,1970.0,3.5846084764640436
54001,3.8620689655172415,58,Harry Potter and the Order of the Phoenix,Adventure|Drama|Fantasy|IMAX,2007.0,3.5844667938939647
914,4.042857142857143,35,My Fair Lady,Comedy|Drama|Musical|Romance,1964.0,3.5837931028299783
63082,3.8098591549295775,71,Slumdog Millionaire,Crime|Drama|Romance,2008.0,3.5836563119053566
44195,4.027777777777778,36,Thank You for Smoking,Comedy|Drama,2006.0,3.582818764424979
2288,3.933333333333333,45,"Thing, The",Action|Horror|Sci-Fi|Thriller,1982.0,3.580235934111033
1954,3.828125,64,Rocky,Drama,1976.0,3.5800211731627027
3793,3.699248120300752,133,X-Men,Action|Adventure|Sci-Fi,2000.0,3.579903900221575
73017,3.853448275862069,58,Sherlock Holmes,Action|Crime|Mystery|Thriller,2009.0,3.579837164264335
71535,3.8773584905660377,53,Zombieland,Action|Comedy|Horror,2009.0,3.5788583858305643
1261,4.044117647058823,34,Evil Dead II (Dead by Dawn),Action|Comedy|Fantasy|Horror,1987.0,3.5788382588160492
56782,4.142857142857143,28,There Will Be Blood,Drama|Western,2007.0,3.5784924838531817
54503,3.8636363636363638,55,Superbad,Comedy,2007.0,3.577356321338554
8665,3.7866666666666666,75,"Bourne Supremacy, The",Action|Crime|Thriller,2004.0,3.576979309924385
33166,3.89,50,Crash,Crime|Drama,2004.0,3.5762241374054815
926,4.229166666666667,24,All About Eve,Drama,1950.0,3.5759785640614616
1212,4.229166666666667,24,"Third Man, The",Film-Noir|Mystery|Thriller,1949.0,3.5759785640614616
8950,3.986842105263158,38,The Machinist,Drama|Mystery|Thriller,2004.0,3.5752547015971383
553,3.8153846153846156,65,Tombstone,Action|Drama|Western,1993.0,3.574977510787375
741,4.148148148148148,27,Ghost in the Shell (Kôkaku kidôtai),Animation|Sci-Fi,1995.0,3.5730183602668593
745,3.8958333333333335,48,Wallace & Gromit: A Close Shave,Animation|Children|Comedy,1995.0,3.572677691230083
2580,3.9615384615384617,39,Go,Comedy|Crime,1999.0,3.5687911656241367
6807,3.95,40,Monty Python's The Meaning of Life,Comedy,1983.0,3.5680268193394236
337,3.7662337662337664,77,What's Eating Gilbert Grape,Drama,1993.0,3.5678930215791196
441,3.9285714285714284,42,Dazed and Confused,Comedy,1993.0,3.5665479754407405
555,3.8,65,True Romance,Crime|Thriller,1993.0,3.5662818586134617
119145,3.986111111111111,36,Kingsman: The Secret Service,Action|Adventure|Comedy|Crime,2015.0,3.565376903959862
933,4.217391304347826,23,To Catch a Thief,Crime|Mystery|Romance|Thriller,1955.0,3.5633207361718924
1945,4.1875,24,On the Waterfront,Crime|Drama,1954.0,3.5624650505479476
30707,3.8461538461538463,52,Million Dollar Baby,Drama,2004.0,3.5600236641230207
2947,3.839622641509434,53,Goldfinger,Action|Adventure|Thriller,1964.0,3.559440910102409
1223,4.089285714285714,28,"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,1989.0,3.5592617146224126
5971,3.9594594594594597,37,My Neighbor Totoro (Tonari no Totoro),Animation|Children|Drama|Fantasy,1988.0,3.558878318856875
122904,3.8333333333333335,54,Deadpool,Action|Adventure|Comedy|Sci-Fi,2016.0,3.558869362889886
2289,3.9473684210526314,38,"Player, The",Comedy|Crime|Drama,1992.0,3.5582092470516837
2797,3.71978021978022,91,Big,Comedy|Drama|Fantasy|Romance,1988.0,3.5576057712095617
2951,3.9358974358974357,39,"Fistful of Dollars, A (Per un pugno di dollari)",Action|Western,1964.0,3.5575552105679566
